index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
11783,ms_25,4/21/20,M,No Trauma,None,Control,711,Cuneate nucleus,CU,720,Dorsal column nuclei,927,0,,hindbrain,19078,0.0
11785,ms_25,4/21/20,M,No Trauma,None,Control,750,"Posterolateral visual area, layer 1",VISpl1,425,Posterolateral visual area,193,0,,cortical_plate,4462,0.0
11786,ms_25,4/21/20,M,No Trauma,None,Control,838,"Primary somatosensory area, nose, layer 2/3",SSp-n2/3,353,"Primary somatosensory area, nose",46,648,1.0,cortical_plate,63473,0.010209065271847872
11787,ms_25,4/21/20,M,No Trauma,None,Control,805,"posteromedial visual area, layer 1",VISpm1,533,posteromedial visual area,200,0,,cortical_plate,11155,0.0
11788,ms_25,4/21/20,M,No Trauma,None,Control,859,Parasolitary nucleus,PAS,370,"Medulla, motor related",972,0,,hindbrain,860,0.0
11789,ms_25,4/21/20,M,No Trauma,None,Control,894,"Retrosplenial area, lateral agranular part",RSPagl,254,Retrosplenial area,298,0,,cortical_plate,3439,0.0
11791,ms_25,4/21/20,M,No Trauma,None,Control,944,Folium-tuber vermis (VII),FOTU,645,Vermal regions,1030,0,,cerebellum,58946,0.0
11793,ms_25,4/21/20,M,No Trauma,None,Control,1006,"Primary somatosensory area, trunk, layer 1",SSp-tr1,361,"Primary somatosensory area, trunk",87,0,,cortical_plate,8145,0.0
11794,ms_25,4/21/20,M,No Trauma,None,Control,1069,Parapyramidal nucleus,PPY,370,"Medulla, motor related",981,0,,hindbrain,2505,0.0
11796,ms_25,4/21/20,M,No Trauma,None,Control,1086,"Primary somatosensory area, trunk, layer 4",SSp-tr4,361,"Primary somatosensory area, trunk",89,0,,cortical_plate,6378,0.0
11798,ms_25,4/21/20,M,No Trauma,None,Control,501,"posteromedial visual area, layer 4",VISpm4,533,posteromedial visual area,202,0,,cortical_plate,7169,0.0
11799,ms_25,4/21/20,M,No Trauma,None,Control,456,"Posterior auditory area, layer 6b",AUDpo6b,1027,Posterior auditory area,149,0,,cortical_plate,270,0.0
11801,ms_25,4/21/20,M,No Trauma,None,Control,366,Submedial nucleus of the thalamus,SMT,444,Medial group of the dorsal thalamus,689,0,,diencephalon,11317,0.0
11802,ms_25,4/21/20,M,No Trauma,None,Control,332,Accessory supraoptic group,ASO,157,Periventricular zone,718,0,,diencephalon,100,0.0
11803,ms_25,4/21/20,M,No Trauma,None,Control,1030,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,337,"Primary somatosensory area, lower limb",66,0,,cortical_plate,13610,0.0
11804,ms_25,4/21/20,M,No Trauma,None,Control,931,Pontine gray,PG,987,"Pons, motor related",895,668,1.0,hindbrain,60851,0.010977633892622964
11805,ms_25,4/21/20,M,No Trauma,None,Control,201,"Primary somatosensory area, barrel field, layer 2/3",SSp-bfd2/3,329,"Primary somatosensory area, barrel field",53,977,1.0,cortical_plate,112563,0.008679583877473059
11806,ms_25,4/21/20,M,No Trauma,None,Control,767,"Secondary motor area, layer 5",MOs5,993,Secondary motor area,27,671,1.0,cortical_plate,191770,0.0034989831569067114
11807,ms_25,4/21/20,M,No Trauma,None,Control,943,"Primary motor area, Layer 2/3",MOp2/3,985,Primary motor area,20,1317,1.0,cortical_plate,330988,0.003978996217385525
11808,ms_25,4/21/20,M,No Trauma,None,Control,351,Bed nuclei of the stria terminalis,BST,809,"Pallidum, caudal region",621,1349,1.0,cerebral_nuclei,95464,0.01413098131232716
11809,ms_25,4/21/20,M,No Trauma,None,Control,946,Posterior hypothalamic nucleus,PH,467,Hypothalamic medial zone,788,1359,1.0,diencephalon,47189,0.028799084532412214
11810,ms_25,4/21/20,M,No Trauma,None,Control,88,Anterior hypothalamic nucleus,AHN,467,Hypothalamic medial zone,757,1507,1.0,diencephalon,49955,0.03016715043539185
11811,ms_25,4/21/20,M,No Trauma,None,Control,648,"Primary motor area, Layer 5",MOp5,985,Primary motor area,21,1544,1.0,cortical_plate,344358,0.0044837059107092035
11812,ms_25,4/21/20,M,No Trauma,None,Control,382,Field CA1,CA1,375,Ammon's horn,457,1549,1.0,cortical_plate,555065,0.0027906641564501454
11813,ms_25,4/21/20,M,No Trauma,None,Control,672,Caudoputamen,CP,485,Striatum dorsal region,573,1568,1.0,cerebral_nuclei,1627409,0.0009634947330388366
11814,ms_25,4/21/20,M,No Trauma,None,Control,226,Lateral preoptic area,LPO,290,Hypothalamic lateral zone,791,1572,1.0,diencephalon,65423,0.02402824694679241
11815,ms_25,4/21/20,M,No Trauma,None,Control,771,Pons,P,1065,Hindbrain,867,1642,1.0,hindbrain,384669,0.0042686049564690685
11816,ms_25,4/21/20,M,No Trauma,None,Control,403,Medial amygdalar nucleus,MEA,278,Striatum-like amygdalar nuclei,600,1646,1.0,cerebral_nuclei,100225,0.016423048141681218
11817,ms_25,4/21/20,M,No Trauma,None,Control,10,"Superior colliculus, motor related, intermediate gray layer",SCig,294,"Superior colliculus, motor related",828,1668,1.0,midbrain,133547,0.012489984799359028
11818,ms_25,4/21/20,M,No Trauma,None,Control,523,Medial preoptic area,MPO,141,Periventricular region,744,2007,1.0,diencephalon,53336,0.03762936853157342
11819,ms_25,4/21/20,M,No Trauma,None,Control,313,Midbrain,MB,343,Brain stem,802,2049,1.0,midbrain,353356,0.005798684612685224
11820,ms_25,4/21/20,M,No Trauma,None,Control,463,Field CA3,CA3,375,Ammon's horn,467,2326,1.0,cortical_plate,354791,0.006555972389378536
11821,ms_25,4/21/20,M,No Trauma,None,Control,632,"Dentate gyrus, granule cell layer",DG-sg,726,Dentate gyrus,476,2599,1.0,cortical_plate,101404,0.025630152656699934
11822,ms_25,4/21/20,M,No Trauma,None,Control,1097,Hypothalamus,HY,1129,Interbrain,715,3561,1.0,diencephalon,232031,0.015347087242652921
11823,ms_25,4/21/20,M,No Trauma,None,Control,194,Lateral hypothalamic area,LHA,290,Hypothalamic lateral zone,790,4707,1.0,diencephalon,218492,0.02154312286033356
11824,ms_25,4/21/20,M,No Trauma,None,Control,4,Inferior colliculus,IC,339,"Midbrain, sensory related",808,5972,1.0,midbrain,357773,0.016692148373409956
11825,ms_25,4/21/20,M,No Trauma,None,Control,657,"Primary somatosensory area, mouth, layer 2/3",SSp-m2/3,345,"Primary somatosensory area, mouth",74,515,1.0,cortical_plate,126863,0.00405949725294215
11826,ms_25,4/21/20,M,No Trauma,None,Control,128,Midbrain reticular nucleus,MRN,323,"Midbrain, motor related",820,1228,1.0,midbrain,311620,0.0039406970027597715
11827,ms_25,4/21/20,M,No Trauma,None,Control,17,"Superior colliculus, motor related, intermediate white layer",SCiw,294,"Superior colliculus, motor related",827,1176,1.0,midbrain,134245,0.00876010279712466
11828,ms_25,4/21/20,M,No Trauma,None,Control,549,Thalamus,TH,1129,Interbrain,641,1174,1.0,diencephalon,295591,0.003971704145254761
11829,ms_25,4/21/20,M,No Trauma,None,Control,795,Periaqueductal gray,PAG,323,"Midbrain, motor related",832,1147,1.0,midbrain,283394,0.004047368681058879
11830,ms_25,4/21/20,M,No Trauma,None,Control,843,Parasubiculum,PAR,822,Retrohippocampal region,523,672,1.0,cortical_plate,59900,0.011218697829716193
11831,ms_25,4/21/20,M,No Trauma,None,Control,1090,"Supplemental somatosensory area, layer 5",SSs5,378,Supplemental somatosensory area,104,689,1.0,cortical_plate,93754,0.00734901977515626
11832,ms_25,4/21/20,M,No Trauma,None,Control,303,"Basolateral amygdalar nucleus, anterior part",BLAa,295,Basolateral amygdalar nucleus,563,691,1.0,cortical_subplate,46578,0.014835329984112671
11833,ms_25,4/21/20,M,No Trauma,None,Control,583,Claustrum,CLA,703,Cortical subplate,557,716,1.0,cortical_subplate,31625,0.022640316205533598
11834,ms_25,4/21/20,M,No Trauma,None,Control,149,Paraventricular nucleus of the thalamus,PVT,571,Midline group of the dorsal thalamus,692,742,1.0,diencephalon,25631,0.028949319183800865
11835,ms_25,4/21/20,M,No Trauma,None,Control,10703,"Dentate gyrus, molecular layer",DG-mo,726,Dentate gyrus,474,754,1.0,cortical_plate,257103,0.0029326767871242264
11836,ms_25,4/21/20,M,No Trauma,None,Control,830,Dorsomedial nucleus of the hypothalamus,DMH,141,Periventricular region,739,787,1.0,diencephalon,31008,0.025380546955624354
11838,ms_25,4/21/20,M,No Trauma,None,Control,10704,"Dentate gyrus, polymorph layer",DG-po,726,Dentate gyrus,475,796,1.0,cortical_plate,51187,0.015550823451266923
11839,ms_25,4/21/20,M,No Trauma,None,Control,797,Zona incerta,ZI,290,Hypothalamic lateral zone,798,670,1.0,diencephalon,88068,0.007607757641822228
11840,ms_25,4/21/20,M,No Trauma,None,Control,952,"Endopiriform nucleus, dorsal part",EPd,942,Endopiriform nucleus,559,803,1.0,cortical_subplate,116160,0.006912878787878788
11841,ms_25,4/21/20,M,No Trauma,None,Control,647,"Cortical amygdalar area, posterior part",COAp,631,Cortical amygdalar area,431,821,1.0,cortical_plate,124500,0.0065943775100401605
11842,ms_25,4/21/20,M,No Trauma,None,Control,918,"Entorhinal area, lateral part",ENTl,909,Entorhinal area,494,837,1.0,cortical_plate,526878,0.001588603054217485
11843,ms_25,4/21/20,M,No Trauma,None,Control,844,"Primary motor area, Layer 6a",MOp6a,985,Primary motor area,22,868,1.0,cortical_plate,244017,0.0035571292164070538
11844,ms_25,4/21/20,M,No Trauma,None,Control,536,Central amygdalar nucleus,CEA,278,Striatum-like amygdalar nuclei,595,869,1.0,cerebral_nuclei,78676,0.011045299710203875
11845,ms_25,4/21/20,M,No Trauma,None,Control,926,"Entorhinal area, medial part, dorsal zone",ENTm,909,Entorhinal area,507,939,1.0,cortical_plate,191405,0.004905827956427471
11846,ms_25,4/21/20,M,No Trauma,None,Control,477,Striatum,STR,623,Cerebral nuclei,571,966,1.0,cerebral_nuclei,175862,0.005492943330566012
11847,ms_25,4/21/20,M,No Trauma,None,Control,502,Subiculum,SUB,822,Retrohippocampal region,535,972,1.0,cortical_plate,289037,0.0033628912561367574
11848,ms_25,4/21/20,M,No Trauma,None,Control,258,"Lateral septal nucleus, rostral (rostroventral) part",LSr,242,Lateral septal nucleus,588,1101,1.0,cerebral_nuclei,138535,0.007947450102862092
11849,ms_25,4/21/20,M,No Trauma,None,Control,806,"Supplemental somatosensory area, layer 2/3",SSs2/3,378,Supplemental somatosensory area,102,1104,1.0,cortical_plate,105435,0.010470906245554133
11850,ms_25,4/21/20,M,No Trauma,None,Control,56,Nucleus accumbens,ACB,493,Striatum ventral region,575,808,1.0,cerebral_nuclei,263008,0.0030721498965810925
11851,ms_25,4/21/20,M,No Trauma,None,Control,961,Piriform area,PIR,698,Olfactory areas,416,3231,1.0,cortical_plate,822843,0.003926629988952935
11852,ms_25,4/21/20,M,No Trauma,None,Control,354,Medulla,MY,1065,Hindbrain,918,496,1.0,hindbrain,575501,0.0008618577552428232
11854,ms_25,4/21/20,M,No Trauma,None,Control,919,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,39,"Anterior cingulate area, dorsal part",230,98,1.0,cortical_plate,22529,0.004349948954680634
11855,ms_25,4/21/20,M,No Trauma,None,Control,566,Postpiriform transition area,TR,698,Olfactory areas,449,97,1.0,cortical_plate,66078,0.001467962105390599
11856,ms_25,4/21/20,M,No Trauma,None,Control,292,Bed nucleus of the accessory olfactory tract,BA,278,Striatum-like amygdalar nuclei,594,96,1.0,cerebral_nuclei,4769,0.020130006290626966
11857,ms_25,4/21/20,M,No Trauma,None,Control,63,"Paraventricular hypothalamic nucleus, descending division",PVHd,467,Hypothalamic medial zone,778,96,1.0,diencephalon,3051,0.03146509341199607
11858,ms_25,4/21/20,M,No Trauma,None,Control,307,Magnocellular reticular nucleus,MARN,370,"Medulla, motor related",967,96,1.0,hindbrain,41122,0.0023345168036574097
11859,ms_25,4/21/20,M,No Trauma,None,Control,800,"Agranular insular area, ventral part, layer 5",AIv5,119,"Agranular insular area, ventral part",294,95,1.0,cortical_plate,25696,0.0036970734744707348
11860,ms_25,4/21/20,M,No Trauma,None,Control,491,Medial mammillary nucleus,MM,331,Mammillary body,764,94,1.0,diencephalon,36227,0.002594749772269302
11861,ms_25,4/21/20,M,No Trauma,None,Control,1004,Ventral premammillary nucleus,PMv,467,Hypothalamic medial zone,777,91,1.0,diencephalon,5630,0.01616341030195382
11862,ms_25,4/21/20,M,No Trauma,None,Control,250,"Lateral septal nucleus, caudal (caudodorsal) part",LSc,242,Lateral septal nucleus,587,90,1.0,cerebral_nuclei,34325,0.002621995630007283
11863,ms_25,4/21/20,M,No Trauma,None,Control,390,Supraoptic nucleus,SO,157,Periventricular zone,717,98,1.0,diencephalon,3713,0.02639375168327498
11864,ms_25,4/21/20,M,No Trauma,None,Control,678,"Dorsal auditory area, layer 4",AUDd4,1011,Dorsal auditory area,125,89,1.0,cortical_plate,25950,0.0034296724470134874
11865,ms_25,4/21/20,M,No Trauma,None,Control,656,"Secondary motor area, layer 1",MOs1,993,Secondary motor area,25,86,1.0,cortical_plate,121223,0.0007094363280895539
11866,ms_25,4/21/20,M,No Trauma,None,Control,374,"Substantia nigra, compact part",SNc,348,"Midbrain, behavioral state related",858,85,1.0,midbrain,13715,0.006197593875318994
11867,ms_25,4/21/20,M,No Trauma,None,Control,694,"Agranular insular area, ventral part, layer 2/3",AIv2/3,119,"Agranular insular area, ventral part",293,84,1.0,cortical_plate,39670,0.0021174691202419963
11868,ms_25,4/21/20,M,No Trauma,None,Control,310,Septofimbrial nucleus,SF,275,Lateral septal complex,590,83,1.0,cerebral_nuclei,16876,0.004918227068025599
11869,ms_25,4/21/20,M,No Trauma,None,Control,1127,"Temporal association areas, layer 2/3",TEa2/3,541,Temporal association areas,362,83,1.0,cortical_plate,42070,0.0019729023056810078
11870,ms_25,4/21/20,M,No Trauma,None,Control,215,Anterior pretectal nucleus,APN,1100,Pretectal region,837,81,1.0,midbrain,73669,0.001099512685118571
11871,ms_25,4/21/20,M,No Trauma,None,Control,12,Interfascicular nucleus raphe,IF,165,Midbrain raphe nuclei,861,81,1.0,midbrain,2156,0.037569573283859
11872,ms_25,4/21/20,M,No Trauma,None,Control,810,"Anterior cingulate area, ventral part, 6a",ACAv6a,48,"Anterior cingulate area, ventral part",236,77,1.0,cortical_plate,18507,0.004160587885664884
11873,ms_25,4/21/20,M,No Trauma,None,Control,980,Dorsal premammillary nucleus,PMd,467,Hypothalamic medial zone,776,76,1.0,diencephalon,5281,0.014391213785267941
11874,ms_25,4/21/20,M,No Trauma,None,Control,503,"Superior colliculus, motor related, intermediate gray layer, sublayer b",SCig-b,10,"Superior colliculus, motor related, intermediate gray layer",830,88,1.0,midbrain,26045,0.003378767517757727
11875,ms_25,4/21/20,M,No Trauma,None,Control,577,"Primary somatosensory area, upper limb, layer 4",SSp-ul4,369,"Primary somatosensory area, upper limb",82,98,1.0,cortical_plate,30178,0.0032473987673139375
11876,ms_25,4/21/20,M,No Trauma,None,Control,478,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,337,"Primary somatosensory area, lower limb",70,99,1.0,cortical_plate,24511,0.004039002896658643
11877,ms_25,4/21/20,M,No Trauma,None,Control,255,Anteroventral nucleus of thalamus,AV,239,Anterior group of the dorsal thalamus,675,103,1.0,diencephalon,26109,0.003944999808495155
11878,ms_25,4/21/20,M,No Trauma,None,Control,1102,"Primary somatosensory area, mouth, layer 6a",SSp-m6a,345,"Primary somatosensory area, mouth",77,141,1.0,cortical_plate,79118,0.0017821481837255744
11879,ms_25,4/21/20,M,No Trauma,None,Control,867,Parabrachial nucleus,PB,1132,"Pons, sensory related",874,139,1.0,hindbrain,55843,0.002489121286463836
11880,ms_25,4/21/20,M,No Trauma,None,Control,133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,141,Periventricular region,750,138,1.0,diencephalon,5380,0.025650557620817842
11881,ms_25,4/21/20,M,No Trauma,None,Control,531,Medial pretectal area,MPT,1100,Pretectal region,838,136,1.0,midbrain,7298,0.018635242532200603
11882,ms_25,4/21/20,M,No Trauma,None,Control,278,Striatum-like amygdalar nuclei,sAMY,477,Striatum,592,134,1.0,cerebral_nuclei,15406,0.008697909905231728
11883,ms_25,4/21/20,M,No Trauma,None,Control,218,Lateral posterior nucleus of the thalamus,LP,138,Lateral group of the dorsal thalamus,668,128,1.0,diencephalon,69350,0.0018457101658255228
11884,ms_25,4/21/20,M,No Trauma,None,Control,998,Fundus of striatum,FS,493,Striatum ventral region,576,126,1.0,cerebral_nuclei,23171,0.005437831772474214
11885,ms_25,4/21/20,M,No Trauma,None,Control,574,Tegmental reticular nucleus,TRN,987,"Pons, motor related",901,125,1.0,hindbrain,45575,0.0027427317608337905
11886,ms_25,4/21/20,M,No Trauma,None,Control,225,Spinal vestibular nucleus,SPIV,701,Vestibular nuclei,987,122,1.0,hindbrain,39468,0.0030911117867639605
11887,ms_25,4/21/20,M,No Trauma,None,Control,181,Nucleus of reuniens,RE,571,Midline group of the dorsal thalamus,694,122,1.0,diencephalon,24576,0.004964192708333333
11888,ms_25,4/21/20,M,No Trauma,None,Control,100,Interpeduncular nucleus,IPN,165,Midbrain raphe nuclei,862,119,1.0,midbrain,22723,0.005236984553095982
11889,ms_25,4/21/20,M,No Trauma,None,Control,783,"Agranular insular area, dorsal part, layer 6a",AId6a,104,"Agranular insular area, dorsal part",283,118,1.0,cortical_plate,19039,0.006197804506539209
11890,ms_25,4/21/20,M,No Trauma,None,Control,634,Nucleus of the posterior commissure,NPC,1100,Pretectal region,840,117,1.0,midbrain,15510,0.0075435203094777565
11891,ms_25,4/21/20,M,No Trauma,None,Control,262,Reticular nucleus of the thalamus,RT,856,"Thalamus, polymodal association cortex related",703,109,1.0,diencephalon,87419,0.0012468685297246595
11892,ms_25,4/21/20,M,No Trauma,None,Control,1031,"Globus pallidus, internal segment",GPi,818,"Pallidum, dorsal region",611,109,1.0,cerebral_nuclei,27122,0.0040188776638890936
11893,ms_25,4/21/20,M,No Trauma,None,Control,1111,"Primary somatosensory area, trunk, layer 5",SSp-tr5,361,"Primary somatosensory area, trunk",90,108,1.0,cortical_plate,25067,0.004308453345035305
11894,ms_25,4/21/20,M,No Trauma,None,Control,1139,"Nucleus of the lateral olfactory tract, layer 3",NLOT3,619,Nucleus of the lateral olfactory tract,425,108,1.0,cortical_plate,14544,0.007425742574257425
11895,ms_25,4/21/20,M,No Trauma,None,Control,1047,"Primary somatosensory area, barrel field, layer 4",SSp-bfd4,329,"Primary somatosensory area, barrel field",54,107,1.0,cortical_plate,51691,0.0020699928420808266
11896,ms_25,4/21/20,M,No Trauma,None,Control,1101,"Agranular insular area, dorsal part, layer 5",AId5,104,"Agranular insular area, dorsal part",282,107,1.0,cortical_plate,41939,0.0025513245427883353
11897,ms_25,4/21/20,M,No Trauma,None,Control,42,"Superior colliculus, motor related, deep white layer",SCdw,294,"Superior colliculus, motor related",826,105,1.0,midbrain,21888,0.004797149122807018
11898,ms_25,4/21/20,M,No Trauma,None,Control,163,"Agranular insular area, posterior part, layer 2/3",AIp2/3,111,"Agranular insular area, posterior part",287,105,1.0,cortical_plate,33257,0.003157230056830141
11899,ms_25,4/21/20,M,No Trauma,None,Control,689,Ventrolateral preoptic nucleus,VLPO,141,Periventricular region,755,76,1.0,diencephalon,1968,0.03861788617886179
11900,ms_25,4/21/20,M,No Trauma,None,Control,772,"Anterior cingulate area, ventral part, layer 5",ACAv5,48,"Anterior cingulate area, ventral part",235,74,1.0,cortical_plate,37081,0.001995631185782476
11901,ms_25,4/21/20,M,No Trauma,None,Control,72,Anterodorsal preoptic nucleus,ADP,141,Periventricular region,735,71,1.0,diencephalon,2188,0.03244972577696526
11902,ms_25,4/21/20,M,No Trauma,None,Control,878,"Primary somatosensory area, mouth, layer 1",SSp-m1,345,"Primary somatosensory area, mouth",73,71,1.0,cortical_plate,50816,0.001397197732997481
11903,ms_25,4/21/20,M,No Trauma,None,Control,1052,Pedunculopontine nucleus,PPN,348,"Midbrain, behavioral state related",859,57,1.0,midbrain,29476,0.0019337766318360701
11904,ms_25,4/21/20,M,No Trauma,None,Control,990,"Ventral auditory area, layer 4",AUDv4,1018,Ventral auditory area,153,56,1.0,cortical_plate,16821,0.0033291718684977114
11905,ms_25,4/21/20,M,No Trauma,None,Control,604,Nucleus incertus,NI,1117,"Pons, behavioral state related",913,55,1.0,hindbrain,8536,0.006443298969072165
11906,ms_25,4/21/20,M,No Trauma,None,Control,707,"Infralimbic area, layer 1",ILA1,44,Infralimbic area,246,55,1.0,cortical_plate,17329,0.0031738703906745917
11907,ms_25,4/21/20,M,No Trauma,None,Control,328,"Agranular insular area, dorsal part, layer 2/3",AId2/3,104,"Agranular insular area, dorsal part",281,54,1.0,cortical_plate,70598,0.0007648941896371002
11908,ms_25,4/21/20,M,No Trauma,None,Control,101,Ventral cochlear nucleus,VCO,607,Cochlear nuclei,925,53,1.0,hindbrain,48367,0.0010957884508032336
11909,ms_25,4/21/20,M,No Trauma,None,Control,880,Dorsal tegmental nucleus,DTN,987,"Pons, motor related",892,53,1.0,hindbrain,5586,0.009488005728607233
